Any,Núm. Mes,Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Canal dels fets,Tipus de fet,Títol del fet (Codi Penal) o Llei de referència,Tipus de fet (Codi penal) o d'Infracció (altres lleis),Àmbit fet,Nombre fets o infraccions,Nombre víctimes
2021,12,desembre,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,via pública urbana,Presencial,delictes,de les lesions,Lesions,Sexisme,1,1.0
2021,6,juny,RP Central,ABP Anoia,Barcelona,anoia,Resta municipis ABP Anoia,habitatge - escala/portal finca/replà,Presencial,delictes,delictes contra la llibertat,Amenaces,Sexisme,1,1.0
2021,6,juny,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,Orientació política,1,1.0
2020,1,gener,RP  Metropolitana Nord,ABP Rubí,Barcelona,valles occidental,Sant Cugat del Vallès,centre de dia/residència persones grans,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2020,1,gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,zona d'oci/lúdica,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,1.0
2020,1,gener,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,valles occidental,Cerdanyola del Vallès,habitatge - primera residència - casa adossada,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys (lleu),Orientació política,1,1.0
2020,1,gener,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Tarragona,partit polític,Presencial,delictes,delictes contra la llibertat,Coaccions (lleu),Orientació política,1,1.0
2020,1,gener,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,2.0
2020,1,gener,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,1.0
2020,1,gener,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,barcelones,Barcelona,transport públic - renfe - adif - estació,Presencial,delictes,de les lesions,Lesions,origen racial,1,1.0
2020,1,gener,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Cambrils,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,2.0
2020,1,gener,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra la llibertat,Amenaces (lleu),Orientació política,1,1.0
2020,1,gener,RP Metropolitana Sud,ABP Cornellà de Llobregat,Barcelona,baix llobregat,Cornellà de Llobregat,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),Orientació política,1,1.0
2020,1,gener,RP Metropolitana Sud,ABP Cornellà de Llobregat,Barcelona,baix llobregat,Cornellà de Llobregat,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,1.0
2020,1,gener,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,barcelones,"Hospitalet de Llobregat, l'",partit polític,Presencial,infraccio administrativa,llei 4/15 de proteccio de seguretat ciutadana,Danys / deslluïments de béns mobles / immobles,Orientació política,1,1.0
2020,1,gener,RP Metropolitana Sud,ABP Cornellà de Llobregat,Barcelona,baix llobregat,Cornellà de Llobregat,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),Orientació política,1,1.0
2020,1,gener,RP Girona,ABP Gironès - Pla de l'Estany,Girona,pla de l'estany,Banyoles,habitatge - altres espais,Presencial,delictes,delictes contra la llibertat,Amenaces,Religiós,1,3.0
2020,1,gener,RP Girona,ABP Selva Litoral,Girona,selva,Lloret de Mar,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2020,1,gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2020,1,gener,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Vilanova i la Geltrú,establiments - restauració - bar,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,2.0
2020,1,gener,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,1.0
2020,1,gener,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,valles occidental,Cerdanyola del Vallès,via pública urbana,Presencial,delictes,delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals (víctima menor de 16 anys),Sexisme,1,2.0
2020,1,gener,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,barcelones,"Hospitalet de Llobregat, l'",transport públic - metro - estació,Presencial,delictes,delictes contra la llibertat,Amenaces,origen racial,1,1.0
2020,1,gener,RP Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Girona,hosteleria - hotel,Presencial,delictes,delictes contra la llibertat,Coaccions (lleu),Orientació política,1,1.0
2020,1,gener,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,transport públic - metro - comboi,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,1.0
2020,1,gener,RP Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Salt,habitatge - escala/portal finca/replà,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,1.0
2020,1,gener,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,valles occidental,Cerdanyola del Vallès,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2020,1,gener,RP Central,ABP Anoia,Barcelona,anoia,Resta de municipis ABP Anoia,establiments - altres comerços,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),LGTBI-fòbia,1,1.0
2020,1,gener,RP  Metropolitana Nord,ABP Mollet del Vallès,Barcelona,valles oriental,Mollet del Vallès,via pública urbana,Presencial,delictes,delictes contra la llibertat,Assetjament,LGTBI-fòbia,1,1.0
2020,2,febrer,RP  Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Castellar del Vallès,habitatge - primera residència - casa adossada,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,habitatge - primera residència - casa adossada,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),LGTBI-fòbia,1,2.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,1.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,barcelones,Barcelona,transport públic - renfe - adif -comboi,Internet o xarxes socials,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,1.0
2020,2,febrer,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,5.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,1.0
2020,2,febrer,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,maresme,Resta de municipis ABP Arenys de Mar,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),Orientació política,1,3.0
2020,2,febrer,RP  Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2020,2,febrer,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,valles occidental,Resta de municipis ABP Cerdanyola,institut d'educació,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),LGTBI-fòbia,1,1.0
2020,2,febrer,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,maresme,Resta de municipis ABP Arenys de Mar,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),Orientació política,1,2.0
2020,2,febrer,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,establiments - casino,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,1.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,associació de veïns,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys (lleu),Orientació política,1,1.0
2020,2,febrer,RP Ponent,ABP Segarra - Urgell,Lleida,segarra,Resta de municipis ABP Segarra - Urgell,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2020,2,febrer,RP Girona,ABP Selva Litoral,Girona,selva,Blanes,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,4.0
2020,2,febrer,RP  Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Resta de municipis ABP Sabadell,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,2.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2020,2,febrer,RP  Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,dependències - policia de la generalitat - mossos d'esquadra,Internet o xarxes socials,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,0.0
2020,2,febrer,RP Metropolitana Sud,ABP Martorell,Barcelona,baix llobregat,Esparreguera,establiments - discoteca,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2020,2,febrer,RP Ponent,ABP Segarra - Urgell,Lleida,urgell,Resta de municipis ABP Segarra - Urgell,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,1.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,escola,Presencial,delictes,delictes contra l'honor,Injúria,LGTBI-fòbia,1,1.0
2020,2,febrer,RP  Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,establiments - restauració - restaurant,Presencial,delictes,de les lesions,Falta de maltractament d'obra sense lesió,LGTBI-fòbia,1,1.0
2020,2,febrer,RP Ponent,ABP Segarra - Urgell,Lleida,urgell,Resta de municipis ABP Segarra - Urgell,altres espais oberts,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys (lleu),Orientació política,1,1.0
2020,2,febrer,RP  Metropolitana Nord,ABP Mollet del Vallès,Barcelona,valles oriental,Mollet del Vallès,via pública urbana,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,2.0
2020,2,febrer,RP  Metropolitana Nord,ABP Granollers,Barcelona,valles oriental,Resta de municipis ABP Granollers,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,1.0
2020,2,febrer,RP Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Girona,associacions - altres,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la llibertat,Coaccions (lleu),Orientació política,1,3.0
2020,2,febrer,RP Girona,ABP Garrotxa,Girona,garrotxa,Olot,via pública urbana,Internet o xarxes socials,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2020,2,febrer,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,baix penedes,Calafell,dependències - administració local,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,1.0
2020,2,febrer,RP  Metropolitana Nord,ABP Mataró,Barcelona,maresme,Mataró,transport públic - renfe - adif - estació,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,3.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,0.0
2020,2,febrer,RP  Metropolitana Nord,ABP Granollers,Barcelona,valles oriental,Resta de municipis ABP Granollers,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),Religiós,1,1.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,1.0
2020,2,febrer,RP Central,ABP Osona,Barcelona,osona,Resta de municipis ABP Osona,via pública urbana,Presencial,infraccio administrativa,llei 4/15 de proteccio de seguretat ciutadana,Falta de respecte i consideració a persones membres Forces i Cossos de Seguretat,origen racial,1,0.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,1.0
2020,2,febrer,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,baix penedes,Resta de municipis ABP Baix Penedès,edifici/infraestructura en desús,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys (lleu),Orientació política,1,1.0
2020,2,febrer,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Tarragona,establiments - discoteca de joventut,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2020,2,febrer,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2020,2,febrer,RP Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Girona,habitatge - primera residència - pis/apartament,Presencial,delictes,dels delictes contra la seguretat col*lectiva,Incendi,origen racial,1,1.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,establiments - restauració - bar musical,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,2.0
2020,2,febrer,RP  Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,habitatge - primera residència - pis/apartament,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,2.0
2020,2,febrer,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Sitges,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,3.0
2020,2,febrer,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Sitges,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),LGTBI-fòbia,1,2.0
2020,2,febrer,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Salou,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),LGTBI-fòbia,1,1.0
2020,2,febrer,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Sitges,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,1.0
2020,2,febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,1.0
2020,2,febrer,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,habitatge - ascensor,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,1.0
2020,2,febrer,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,valles occidental,Cerdanyola del Vallès,empreses de productes d'alimentació/begudes,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys (lleu),Orientació política,1,2.0
2020,3,març,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,maresme,Resta de municipis ABP Arenys de Mar,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,2.0
2020,3,març,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat,Amenaces,discapacitat fisica,1,3.0
2020,3,març,RP Girona,ABP Selva Interior,Girona,selva,Resta de municipis ABP Selva Interior,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Furt (lleu),Orientació política,1,2.0
2023,3,març,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,hab. 1a res. pis/apartament,Presencial,delictes,13.-del. con. el patrimoni,Danys (lleu),LGTBI-fòbia,1,
2020,3,març,RP Central,ABP Osona,Barcelona,osona,Resta de municipis ABP Osona,dependències - administració local,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Furt,Orientació política,1,1.0
2021,7,juliol,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Vilanova i la Geltrú,establiments - discoteca,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,1.0
2020,3,març,RP Central,ABP Anoia,Barcelona,anoia,Resta de municipis ABP Anoia,establiments - supermercat,Internet o xarxes socials,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,discapacitat fisica,1,1.0
2020,3,març,RP  Metropolitana Nord,ABP Mataró,Barcelona,maresme,Mataró,dependències - policia local,Presencial,delictes,delictes contra la llibertat,Amenaces,Sexisme,1,0.0
2020,3,març,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,baix llobregat,Resta de municipis ABP Sant Feliu de Llobregat,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,1.0
2020,3,març,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,garrigues,Resta de municipis ABP Segrià - Garrigues - Pla d'Urgell,camí/pista forestal,Internet o xarxes socials,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,0.0
2020,3,març,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,pla d'urgell,Resta de municipis ABP Segrià - Garrigues - Pla d'Urgell,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2020,3,març,RP  Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Resta de municipis ABP Terrassa,dependències - administració local,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Furt (lleu),Orientació política,1,1.0
2020,3,març,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Cambrils,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,Sexisme,1,1.0
2020,3,març,RP  Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,institut d'educació,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,3.0
2020,3,març,RP Metropolitana Sud,ABP Martorell,Barcelona,baix llobregat,Olesa de Montserrat,institut d'educació,Internet o xarxes socials,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2020,3,març,RP  Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,1.0
2020,3,març,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,1.0
2020,3,març,RP Central,ABP Solsonès,Lleida,solsones,Resta de municipis ABP Solsonès,pàrquing públic,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,Orientació política,1,1.0
2020,3,març,RP Central,ABP Bages,Barcelona,bages,Resta de municipis ABP Bages,via pública urbana,Internet o xarxes socials,infraccio administrativa,llei 4/15 de proteccio de seguretat ciutadana,Actes d'exhibició obscena/atempten contra la llibertat sexual,LGTBI-fòbia,1,1.0
2020,3,març,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,baix ebre,Resta de municipis ABP Baix Ebre,via pública urbana,Presencial,delictes,delictes contra l'honor,Injúria (lleu),LGTBI-fòbia,1,1.0
2020,3,març,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,3.0
2020,3,març,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,oficines/despatxos professionals,Internet o xarxes socials,delictes,delictes contra la llibertat,Amenaces (lleu),Orientació política,1,1.0
2020,3,març,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,partit polític,Internet o xarxes socials,delictes,delictes contra la llibertat,Amenaces (lleu),Orientació política,1,1.0
2020,4,abril,RP Girona,ABP Garrotxa,Girona,garrotxa,Olot,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,1.0
2020,4,abril,RP Girona,ABP Garrotxa,Girona,garrotxa,Olot,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1.0
2020,4,abril,RP Girona,ABP Garrotxa,Girona,garrotxa,Olot,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra la llibertat,Amenaces (lleu),Orientació política,1,1.0
2020,4,abril,RP Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Girona,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,1.0
2020,4,abril,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Cambrils,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat i la indemnitat sexuals,Assetjament sexual,Sexisme,1,1.0
2020,4,abril,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),LGTBI-fòbia,1,1.0
2020,4,abril,RP  Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,origen racial,1,1.0
2020,4,abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,1.0
2020,4,abril,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Resta de municipis ABP Baix Camp - Priorat,altres centres socials,Internet o xarxes socials,delictes,delictes contra l'honor,Injúria (lleu),Orientació política,1,1.0
2020,4,abril,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,habitatge - balcó/terrassa/terrat,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,2.0
2020,4,abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Sexisme,1,2.0
2020,4,abril,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,7.0
2020,4,abril,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,habitatge - primera residència - masia/casa de camp,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,2.0
2020,4,abril,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,habitatge - primera residència - pis/apartament,Presencial,delictes,de les lesions,Lesions (lleu),origen racial,1,1.0
2020,5,maig,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,barcelones,"Hospitalet de Llobregat, l'",habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2020,5,maig,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,2.0
2020,5,maig,RP Girona,ABP Selva Litoral,Girona,selva,Blanes,via pública urbana,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,2.0
2020,5,maig,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,habitatge - escala/portal finca/replà,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2020,5,maig,RP Central,ABP Bages,Barcelona,bages,Resta de municipis ABP Bages,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,Religiós,1,0.0
2020,5,maig,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,maresme,Resta de municipis ABP Arenys de Mar,establiment - botiga de roba/sabateria,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,2.0
2020,5,maig,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Presencial,delictes,de les lesions,Lesions (lleu),LGTBI-fòbia,1,1.0
2020,5,maig,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),LGTBI-fòbia,1,2.0
2020,5,maig,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys (lleu),origen racial,1,1.0
2020,5,maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2020,5,maig,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,baix penedes,Calafell,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces (lleu),origen racial,1,1.0
